prefix	content	marker	group	section	subsection	subsubsection	title	section_tag	image_url	context_mask	chunk_summary	group_summary	section_summary
(1)	(2) (3) (4) (5) (6)	2	1591	7	2	0		70		1	(2) (3) (4) (5) (6)		
	ITEM NUMBER	-1	1592	7	2	0		70		1	ITEM NUMBER		
	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION	-1	1592	7	2	0		70		1	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION		
	DESCRIPTION, PART NUMBER/(CAGEC)	-1	1592	7	2	0		70		1	DESCRIPTION, PART NUMBER/(CAGEC)		
	USABLE ON CODE U/I	-1	1592	7	2	0		70		1	USABLE ON CODE U/I		
	QTY RQR	-1	1592	7	2	0		70		1	QTY RQR		
10	4220-00–153–7279 FLAG, DIVERS 9209 (25609) EA 1 8345-00–130–2892 FLAG, NATIONAL 5–1–17 (22571) EA 1 8345-00–935–0445 FLAG, SIGNAL 8345–00–935–0445 (83421) EA 1 TM 5-1940-328-10 0062 0062-7 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.	2	1593	7	2	0		70		1	4220-00–153–7279 FLAG, DIVERS 9209 (25609) EA 1 8345-00–130–2892 FLAG, NATIONAL 5–1–17 (22571) EA 1 8345-00–935–0445 FLAG, SIGNAL 8345–00–935–0445 (83421) EA 1 TM 5-1940-328-10 0062 0062-7 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.		
(1)	(2) (3) (4) (5) (6)	2	1593	7	2	0		70		1	(2) (3) (4) (5) (6)		
	ITEM NUMBER	-1	1594	7	2	0		70		1	ITEM NUMBER		
	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION	-1	1594	7	2	0		70		1	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION		
	DESCRIPTION, PART NUMBER/(CAGEC)	-1	1594	7	2	0		70		1	DESCRIPTION, PART NUMBER/(CAGEC)		
	USABLE ON CODE U/I	-1	1594	7	2	0		70		1	USABLE ON CODE U/I		
	QTY RQR	-1	1594	7	2	0		70		1	QTY RQR		
13	4910-01–121–9847 GAGE,TIRE PRESSURE,SELF- CONTAINED 1314BK (61125) EA 1 6685-01–657–2940 GAGE, PRESSURE, DIAL INDICATING BC-PGAUGE (1CAY9) EA 1 2040-01–579–7489 HOOK, BOAT 55170 (62840) EA 1 TM 5-1940-328-10 0062 0062-8 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.	2	1595	7	2	0		70		1	4910-01–121–9847 GAGE,TIRE PRESSURE,SELF- CONTAINED 1314BK (61125) EA 1 6685-01–657–2940 GAGE, PRESSURE, DIAL INDICATING BC-PGAUGE (1CAY9) EA 1 2040-01–579–7489 HOOK, BOAT 55170 (62840) EA 1 TM 5-1940-328-10 0062 0062-8 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.		
(1)	(2) (3) (4) (5) (6)	2	1595	7	2	0		70		1	(2) (3) (4) (5) (6)		
	ITEM NUMBER	-1	1596	7	2	0		70		1	ITEM NUMBER		
	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION	-1	1596	7	2	0		70		1	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION		
	DESCRIPTION, PART NUMBER/(CAGEC)	-1	1596	7	2	0		70		1	DESCRIPTION, PART NUMBER/(CAGEC)		
	USABLE ON CODE U/I	-1	1596	7	2	0		70		1	USABLE ON CODE U/I		
	QTY RQR	-1	1596	7	2	0		70		1	QTY RQR		
16	4720-01–447–8759 HOSE, NONMETALLIC (Garden Hose) 829501-1001 (58358) LG 1 4910-01–548–6073 JACK, DOLLY TYPE, MECHANICAL (Trailer Jack) HZDJACBTL06TON (0VSH3) EA 1 5120-01–460–3223 KEY, SOCKET HEAD SCREW (T-Wrench 5/32) 13109 (31734) EA 1 TM 5-1940-328-10 0062 0062-9 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.	2	1597	7	2	0		70		1	4720-01–447–8759 HOSE, NONMETALLIC (Garden Hose) 829501-1001 (58358) LG 1 4910-01–548–6073 JACK, DOLLY TYPE, MECHANICAL (Trailer Jack) HZDJACBTL06TON (0VSH3) EA 1 5120-01–460–3223 KEY, SOCKET HEAD SCREW (T-Wrench 5/32) 13109 (31734) EA 1 TM 5-1940-328-10 0062 0062-9 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.		
(1)	(2) (3) (4) (5) (6)	2	1597	7	2	0		70		1	(2) (3) (4) (5) (6)		
	ITEM NUMBER	-1	1598	7	2	0		70		1	ITEM NUMBER		
	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION	-1	1598	7	2	0		70		1	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION		
	DESCRIPTION, PART NUMBER/(CAGEC)	-1	1598	7	2	0		70		1	DESCRIPTION, PART NUMBER/(CAGEC)		
	USABLE ON CODE U/I	-1	1598	7	2	0		70		1	USABLE ON CODE U/I		
	QTY RQR	-1	1598	7	2	0		70		1	QTY RQR		
19	4220-01–654–3706 LIFE PRESERVER, VEST MD3183 (1CJ91) EA 6 6230-01–677–5342 LIGHT, MARKER, DISTRESS (Buoy Light) 1820 (7T351) EA 1 7810-01–678–4236 NEEDLE, INFLATION 31010 (3FJT7) PG 1 TM 5-1940-328-10 0062 0062-10 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.	2	1599	7	2	0		70		1	4220-01–654–3706 LIFE PRESERVER, VEST MD3183 (1CJ91) EA 6 6230-01–677–5342 LIGHT, MARKER, DISTRESS (Buoy Light) 1820 (7T351) EA 1 7810-01–678–4236 NEEDLE, INFLATION 31010 (3FJT7) PG 1 TM 5-1940-328-10 0062 0062-10 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.		
(1)	(2) (3) (4) (5) (6)	2	1599	7	2	0		70		1	(2) (3) (4) (5) (6)		
	ITEM NUMBER	-1	1600	7	2	0		70		1	ITEM NUMBER		
	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION	-1	1600	7	2	0		70		1	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION		
	DESCRIPTION, PART NUMBER/(CAGEC)	-1	1600	7	2	0		70		1	DESCRIPTION, PART NUMBER/(CAGEC)		
	USABLE ON CODE U/I	-1	1600	7	2	0		70		1	USABLE ON CODE U/I		
	QTY RQR	-1	1600	7	2	0		70		1	QTY RQR		
22	5110-01–576–3400 NIPPERS, END CUTTING 350860 (1UVT5) EA 1 4730-01–261–5065 NOZZLE, GARDEN HOSE 7239T11 (39428) EA 1 4730-01–596–4760 PLUG, PIPE (Transom Plug) 4452K124 (0KVE6) EA 1 TM 5-1940-328-10 0062 0062-11 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.	2	1601	7	2	0		70		1	5110-01–576–3400 NIPPERS, END CUTTING 350860 (1UVT5) EA 1 4730-01–261–5065 NOZZLE, GARDEN HOSE 7239T11 (39428) EA 1 4730-01–596–4760 PLUG, PIPE (Transom Plug) 4452K124 (0KVE6) EA 1 TM 5-1940-328-10 0062 0062-11 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.		
(1)	(2) (3) (4) (5) (6)	2	1601	7	2	0		70		1	(2) (3) (4) (5) (6)		
	ITEM NUMBER	-1	1602	7	2	0		70		1	ITEM NUMBER		
	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION	-1	1602	7	2	0		70		1	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION		
	DESCRIPTION, PART NUMBER/(CAGEC)	-1	1602	7	2	0		70		1	DESCRIPTION, PART NUMBER/(CAGEC)		
	USABLE ON CODE U/I	-1	1602	7	2	0		70		1	USABLE ON CODE U/I		
	QTY RQR	-1	1602	7	2	0		70		1	QTY RQR		
25	4320-01–678–5474 PUMP, INFLATING, MANUAL (Collar Pump) WS8MKPUMP (0ZFD4) EA 1 4320-01–677–8594 PUMP, INFLATING, MANUAL (Hub Hand Pump) 1005 (3FJT7) EA 1 4320-01–678–0372 PUMP, RECIPROCATING (Bilge Pump) 915F (0PVF8) EA 1 TM 5-1940-328-10 0062 0062-12 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.	2	1603	7	2	0		70		1	4320-01–678–5474 PUMP, INFLATING, MANUAL (Collar Pump) WS8MKPUMP (0ZFD4) EA 1 4320-01–677–8594 PUMP, INFLATING, MANUAL (Hub Hand Pump) 1005 (3FJT7) EA 1 4320-01–678–0372 PUMP, RECIPROCATING (Bilge Pump) 915F (0PVF8) EA 1 TM 5-1940-328-10 0062 0062-12 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.		
(1)	(2) (3) (4) (5) (6)	2	1603	7	2	0		70		1	(2) (3) (4) (5) (6)		
	ITEM NUMBER	-1	1604	7	2	0		70		1	ITEM NUMBER		
	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION	-1	1604	7	2	0		70		1	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION		
	DESCRIPTION, PART NUMBER/(CAGEC)	-1	1604	7	2	0		70		1	DESCRIPTION, PART NUMBER/(CAGEC)		
	USABLE ON CODE U/I	-1	1604	7	2	0		70		1	USABLE ON CODE U/I		
	QTY RQR	-1	1604	7	2	0		70		1	QTY RQR		
28	4220-01–613–2657 RING BUOY, LIFESAVING G0–24 (7T351) EA 1 2530-01–564–1677 TIRE, WHEEL, ASSEMBLY TIAGT160245E-6GV (0VSH3) EA 1 5120-01–349–1442 WRENCH, BOX AND OPEN END, COMBINATION (Wrench 14mm) OEXM14B (55719) EA 1 TM 5-1940-328-10 0062 0062-13 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.	2	1605	7	2	0		70		1	4220-01–613–2657 RING BUOY, LIFESAVING G0–24 (7T351) EA 1 2530-01–564–1677 TIRE, WHEEL, ASSEMBLY TIAGT160245E-6GV (0VSH3) EA 1 5120-01–349–1442 WRENCH, BOX AND OPEN END, COMBINATION (Wrench 14mm) OEXM14B (55719) EA 1 TM 5-1940-328-10 0062 0062-13 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued.		
(1)	(2) (3) (4) (5) (6)	2	1605	7	2	0		70		1	(2) (3) (4) (5) (6)		
	ITEM NUMBER	-1	1606	7	2	0		70		1	ITEM NUMBER		
	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION	-1	1606	7	2	0		70		1	NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION		
	DESCRIPTION, PART NUMBER/(CAGEC)	-1	1606	7	2	0		70		1	DESCRIPTION, PART NUMBER/(CAGEC)		
	USABLE ON CODE U/I	-1	1606	7	2	0		70		1	USABLE ON CODE U/I		
	QTY RQR	-1	1606	7	2	0		70		1	QTY RQR		
31	5120-01–678–2411	2	1606	7	2	0		70		1	5120-01–678–2411		
	WRENCH, SOCKET (Lug Wrench) 35633 (75204)	-1	1607	7	2	0		70		1	WRENCH, SOCKET (Lug Wrench) 35633 (75204)		
	EA 1	-1	1608	7	2	0		70		1	EA 1		
	END OF WORK PACKAGE	-1	1608	7	2	0		70		1	END OF WORK PACKAGE		
	0062-14	-1	1608	7	2	0		70		1	0062-14		
	RIB	-1	1608	7	2	0		70		1	RIB		
	OPERATOR	-1	1609	7	2	0		70		1	OPERATOR		
	EXPENDABLE AND DURABLE ITEMS LIST	-1	1610	7	3	0	EXPENDABLE AND DURABLE ITEMS LIST	71		0	EXPENDABLE AND DURABLE ITEMS LIST		List is for information only and not authority to requisition the listed items. Item no. I'm assigned to the entry in the list - it'll identify the item if it needs maintenance a lot, column (2) level. Column (3) National Stock Number (NSN) is the NSN assigned to the item which you can use for ordering the item based on its condition & condition. Proponent agency: OAASA. To identify proper proponent for any publication or form, visit https://armypub
	INTRODUCTION	-1	1611	7	3	0		71		1	INTRODUCTION		
	Scope	-1	1611	7	3	0		71		1	Scope		
	This work package lists expendable and durable items that you will need to operate and maintain the Rigid Inflatable Boat (RIB). This list is for information only and is not authority to requisition the listed items. These items are authorized to you by CTA 50-970, Expendable/Durable Items (Except Medical, Class V Repair Parts, and Heraldic Items), CTA 50-909, Field and Garrison Furnishings and Equipment or CTA 8-100, Army Medical Department Expendable/Durable Items.	-1	1612	7	3	0		71		0	This list is for information only and is not authority to requisition the listed items. These items are authorized by CTA 50-970, Expendable/Durable Items (Except Medical, Class V Repair Part	This list is for information only and is not authority to requisition the listed items. These items are authorized by CTA 50-970, Expendable/Durable Items (Except Medical, Class V Repair Part	
	Explanation of Columns in the Expendable/Durable Items List	-1	1613	7	3	0		71		0	Explanation of Columns in the Expendable/Durable Items List	Explanation of Columns in the Expendable/Durable Items List	
	Column (1) Item No. This number is assigned to the entry in the list and is referenced in the narrative instructions to identify the item (e.g., Use brake fluid (WP 0018, item 5).	-1	1614	7	3	0		71		0	Column (1) Item No. This number is assigned to the entry in the list and is referenced in the narrative instructions to identify the item (e.g., Use brake fluid (WP 0018, item 5).	Column (1) Item No. Is assigned to the entry in the list - it's used to identify the item if it needs maintenance a lot. Column (2) Level. This columns identified lowest level of maintenance that requires the listed item. Column (3) National Stock Number (NSN) is the NSN assigned to the item which you can use for requiritioning the item, and column (4) Item Name, Description, Part Number/(	
	Column (2) Level. This column identifies the lowest level of maintenance that requires the listed item (C = Crew, F = Maintainer).	-1	1614	7	3	0		71		0	Column (2) Level. This column identifies the lowest level of maintenance that requires the listed item (C = Crew, F = Maintainer).		
	Column (3) National Stock Number (NSN). This is the NSN assigned to the item which you can use to requisition the item.	-1	1614	7	3	0		71		0	Column (3) National Stock Number (NSN). This is the NSN assigned to the item which you can use to requisition the item.		
	Column (4) Item Name, Description, Part Number/(CAGEC). This column provides the other information you need to identify the item. The last line below the description is the part number and the Commercial and Government Entity Code (CAGEC) (in parentheses).	-1	1614	7	3	0		71		0	Column (4) Item Name, Description, Part Number/(CAGEC). This column provides the other information you need to identify the item. The last line below the description is the part number and the Commercial and Government Entity Code (CAGEC) (in parentheses).		
	Column (5) U/I. Unit of Issue (U/I) code shows the physical measurement or count of an item, such as gallon, dozen, gross, etc.	-1	1614	7	3	0		71		0	Column (5) U/I. Unit of Issue (U/I) code shows the physical measurement or count of an item, such as gallon, dozen, gross, etc.		
	Table 1.  Expendable and Durable Items List.	-1	1615	7	3	0		71		0	Table 1.  Expendable and Durable Items List.	Table 1.  Expendable and Durable Items List.	
(1)	(2) (3) (4) (5)	2	1615	7	3	0		71		1	(2) (3) (4) (5)		
	ITEM NO. LEVEL	-1	1616	7	3	0		71		1	ITEM NO. LEVEL		
	NATIONAL STOCK NUMBER (NSN)	-1	1616	7	3	0		71		1	NATIONAL STOCK NUMBER (NSN)		
	ITEM NAME, DESCRIPTION, PART NUMBER/ (CAGEC) U/I	-1	1616	7	3	0		71		1	ITEM NAME, DESCRIPTION, PART NUMBER/ (CAGEC) U/I		
1	C 6135 -00-835-7210 BATTERY,NONRECHARGEABLE (D-Cell) 13A (80204) PG	2	1617	7	3	0		71		1	C 6135 -00-835-7210 BATTERY,NONRECHARGEABLE (D-Cell) 13A (80204) PG		
2	C 9150-01-052-6762 BRAKE FLUID,AUTOMOTIVE (Dot-3) FC9313 (63477) QT	2	1617	7	3	0		71		1	C 9150-01-052-6762 BRAKE FLUID,AUTOMOTIVE (Dot-3) FC9313 (63477) QT		
3	C 6515-01-535-6182 GLOVE,PATIENT EXAMINING PRO31762 (0PMN3) PG	2	1617	7	3	0		71		1	C 6515-01-535-6182 GLOVE,PATIENT EXAMINING PRO31762 (0PMN3) PG		
4	C 6850-01-633-0847 INHIBITOR,CORROSION,PETROLEUM FUEL 766210 (1UVT5) CO	2	1617	7	3	0		71		1	C 6850-01-633-0847 INHIBITOR,CORROSION,PETROLEUM FUEL 766210 (1UVT5) CO		
5	C 9150-01-581-2427 LUBRICATING OIL,ENGINE 0779711 (1UVT5) GL	2	1617	7	3	0		71		1	C 9150-01-581-2427 LUBRICATING OIL,ENGINE 0779711 (1UVT5) GL		
6	C 5315-01–518–7397 PIN,COTTER 98338A190 (39428) EA	2	1617	7	3	0		71		1	C 5315-01–518–7397 PIN,COTTER 98338A190 (39428) EA		
7	C 7920-00-205-1711 RAG,WIPING 1711 (1VQE1) BE	2	1617	7	3	0		71		1	C 7920-00-205-1711 RAG,WIPING 1711 (1VQE1) BE		
8	C 5975-00-984-6582 STRAP,TIE DOWN,ELECTRICAL COMPONENTS MS3367-1-0 (0U583) HD	2	1617	7	3	0		71		1	C 5975-00-984-6582 STRAP,TIE DOWN,ELECTRICAL COMPONENTS MS3367-1-0 (0U583) HD		
9	C 8030-00-889-3535 TAPE,ANTISEIZING 11072502 (18876)	2	1617	7	3	0		71		1	C 8030-00-889-3535 TAPE,ANTISEIZING 11072502 (18876)		
	EA	-1	1618	7	3	0		71		1	EA	Date form filled	
	END OF WORK PACKAGE	-1	1618	7	3	0		71		1	END OF WORK PACKAGE		
	0063-2	-1	1618	7	3	0		71		1	0063-2		
	Date form filled	-1	1618	7	3	0		71		0	Date form filled		
	US Army Tank-automotive and Armaments Command (TACOM) ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727 6501 E. 11 Mile Road, Warren, MI 48397-5000 usarmy.detroit.tacom.mbx.ilsc-tech-pubs@mail.mil	-1	1619	7	3	0		71		0	US Army Tank-automotive and Armaments Command (TACOM) ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727 6501 E. 11 Mile Road, Warren, MI 48397-5000 usarmy.detroit.tacom.mbx.ilsc-tech-pubs@mail.mil	US Army Tank-automotive and Armaments Command (TACOM) ATTN: AMSTA-LCL-IMP/TECH PUBS MS 727 6501 E. 11 Mile Road, Warren, MI 48397-5000 usarmy.detroit.tacom.mbx.ilsc-tech-pubs@mail.mil	
	Your mailing address	-1	1620	7	3	0		71		0	Your mailing address	Your mailing address For use of this form, see AR 25-30; the proponent agency is OAASA. TO: (Forward to proponent of publication or form) (Include ZIP Code) FROM: (Activity and location) (Include ZIP Code)	
	For use of this form, see AR 25-30; the proponent agency is OAASA.	-1	1620	7	3	0		71		0	For use of this form, see AR 25-30; the proponent agency is OAASA.		
	DATE	-1	1620	7	3	0		71		1	DATE		
	TO: (Forward to proponent of publication or form) (Include ZIP Code) FROM: (Activity and location) (Include ZIP Code)	-1	1620	7	3	0		71		0	TO: (Forward to proponent of publication or form) (Include ZIP Code) FROM: (Activity and location) (Include ZIP Code)		
	RECOMMENDED CHANGES TO PUBLICATIONS AND BLANK FORMS	-1	1620	7	3	0		71		1	RECOMMENDED CHANGES TO PUBLICATIONS AND BLANK FORMS		
	This form may be submitted by mail or electronically. For changes to blank forms, submit the DA Form 2028 electronically to the publications control officer (PCO)/forms control officer (FMO) of the organization that has oversight of the form/publication. (See PCO/FMO email addresses on the APD Web site at https://www.us.army.mil/suite/doc/46869875 (CAC access only.) For comments/recommended changes to publications, users must submit the DA Form 2028 as required by the publication's proponent. (See suggested improvements paragraph on the title page of each publication to determine the proponent's preferred way to communicate.)	-1	1621	7	3	0		71		0	DA Form 2028 may be submitted by mail or electronically. For changes to blank forms, submit the form electronically to the publications control officer (PCO)/forms control officer of the organization that has oversight of the form/publication	DA Form 2028 may be submitted by mail or electronically. For changes to blank forms, submit the form electronically to the publications control officer (PCO)/forms control officer of the organization that has oversight of the form/publication	
